#SampleID	Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	age_units	body_habitat	body_product	body_site	collection_timestamp	dna_extracted	geo_loc_name	geography	host_age	host_age_month	host_age_years	host_common_name	host_gravidity	host_head_width_mm	host_length_mm	host_scientific_name	host_sex	host_state	host_subject_id	host_taxid	host_tot_mass_g	host_weight	latitude	loc_rad_geiger_gamma_usv_per_h	loc_rad_log	location	log_loc_rad_geiger_gamma_usv_per_h	longitude	mapfile	physical_specimen_location	physical_specimen_remaining	replicate	sample_type	sex	treatment	weight_units	loc2
ERR2722457	OTHER	251	PRJEB28050	SAMEA4813629	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736228	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.20	8/4/18	33	21	skin metagenome	ILLUMINA	8/4/18	ERR2722457	ERS2633529	ERP110215	qiita_sid_11844:11844.vole.20	NA	months	NA	NA	NA	5/27/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Chistogal	10	10	NA	Bank vole	no	14.28	NA	Myodes glareolus	male	ad2	NA	447135	28.59	28.59	51.385139	13.860875	NA	CEZ	NA	30.038926	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	skin	male	CH	g	inside CEZ
ERR2722424	OTHER	251	PRJEB28050	SAMEA4813596	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736195	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.12	8/4/18	17	11	skin metagenome	ILLUMINA	8/4/18	ERR2722424	ERS2633496	ERP110215	qiita_sid_11844:11844.vole.12	NA	months	NA	NA	NA	5/26/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	RedForest	2~5	2~5	NA	Bank vole	no	13.19	NA	Myodes glareolus	male	ad	NA	447135	20.21	20.21	51.381883	49.12125	NA	CEZ	NA	30.037636	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	skin	male	CH	g	inside CEZ
ERR2722423	OTHER	251	PRJEB28050	SAMEA4813595	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736194	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.10	8/4/18	18	11	skin metagenome	ILLUMINA	8/4/18	ERR2722423	ERS2633495	ERP110215	qiita_sid_11844:11844.vole.10	NA	months	NA	NA	NA	5/26/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Rosoha	10	10	NA	Bank vole	yes	13.6	NA	Myodes glareolus	female	ad2	NA	447135	25.93	25.93	51.144595	0.175125	NA	CEZ	NA	29.952918	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CL1	skin	female	CL	g	inside CEZ
ERR2722422	OTHER	251	PRJEB28050	SAMEA4813594	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736193	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.1	8/4/18	29	17	skin metagenome	ILLUMINA	8/4/18	ERR2722422	ERS2633494	ERP110215	qiita_sid_11844:11844.vole.1	NA	months	NA	NA	NA	5/25/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Rosoha	2~5	2~5	NA	Bank vole	no	12.46	NA	Myodes glareolus	male	ad	NA	447135	26.23	26.23	51.144595	0.175125	NA	CEZ	NA	29.952918	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CL1	skin	male	CL	g	inside CEZ
ERR2722458	OTHER	251	PRJEB28050	SAMEA4813630	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736229	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.200	8/4/18	36	22	skin metagenome	ILLUMINA	8/4/18	ERR2722458	ERS2633530	ERP110215	qiita_sid_11844:11844.vole.200	NA	months	NA	NA	NA	6/4/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Vesnyane	2~5	2~5	NA	Bank vole	yes	13.08	NA	Myodes glareolus	female	ad	NA	447135	36.61	36.61	51.297616	18.59	NA	CEZ	NA	29.640897	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	skin	female	CH	g	inside CEZ
ERR2722459	OTHER	251	PRJEB28050	SAMEA4813631	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736230	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.21	8/4/18	29	18	skin metagenome	ILLUMINA	8/4/18	ERR2722459	ERS2633531	ERP110215	qiita_sid_11844:11844.vole.21	NA	months	NA	NA	NA	5/27/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Forestry	2~5	2~5	NA	Bank vole	no	13.3	NA	Myodes glareolus	male	ad	NA	447135	29.5	29.5	51.382881	26.606875	NA	CEZ	NA	30.001564	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	skin	male	CH	g	inside CEZ
ERR2722460	OTHER	251	PRJEB28050	SAMEA4813632	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736231	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.22	8/4/18	21	13	skin metagenome	ILLUMINA	8/4/18	ERR2722460	ERS2633532	ERP110215	qiita_sid_11844:11844.vole.22	NA	months	NA	NA	NA	5/27/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Chistogal	10	10	NA	Bank vole	no	14	NA	Myodes glareolus	male	ad2	NA	447135	22.45	22.45	51.385139	13.86	NA	CEZ	NA	30.038926	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	skin	male	CH	g	inside CEZ
ERR2722461	OTHER	251	PRJEB28050	SAMEA4813633	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736232	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.24	8/4/18	12	7	skin metagenome	ILLUMINA	8/4/18	ERR2722461	ERS2633533	ERP110215	qiita_sid_11844:11844.vole.24	NA	months	NA	NA	NA	5/27/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Chistogal	2~5	2~5	NA	Bank vole	no	12.75	NA	Myodes glareolus	male	ad	NA	447135	25.99	25.99	51.385139	13.86	NA	CEZ	NA	30.038926	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	skin	male	CH	g	inside CEZ
ERR2722462	OTHER	251	PRJEB28050	SAMEA4813634	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736233	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.242	8/4/18	18	11	skin metagenome	ILLUMINA	8/4/18	ERR2722462	ERS2633534	ERP110215	qiita_sid_11844:11844.vole.242	NA	months	NA	NA	NA	6/10/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	2~5	2~5	NA	Bank vole	no	12.33	NA	Myodes glareolus	male	ad	NA	447135	16.25	16.25	51.44536	16.766	NA	CEZ	NA	30.06522	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	male	CH	g	inside CEZ
ERR2722463	OTHER	251	PRJEB28050	SAMEA4813635	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736234	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.243	8/4/18	16	10	skin metagenome	ILLUMINA	8/4/18	ERR2722463	ERS2633535	ERP110215	qiita_sid_11844:11844.vole.243	NA	months	NA	NA	NA	6/10/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	2~5	2~5	NA	Bank vole	no	12.53	NA	Myodes glareolus	female	ad	NA	447135	36.77	36.77	51.44546	25.42	NA	CEZ	NA	30.06514	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722464	OTHER	251	PRJEB28050	SAMEA4813636	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736235	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.244	8/4/18	34	21	skin metagenome	ILLUMINA	8/4/18	ERR2722464	ERS2633536	ERP110215	qiita_sid_11844:11844.vole.244	NA	months	NA	NA	NA	6/10/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	10	10	NA	Bank vole	no	13.81	NA	Myodes glareolus	male	ad2	NA	447135	26.32	26.32	51.44536	19.172	NA	CEZ	NA	30.06522	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	male	CH	g	inside CEZ
ERR2722465	OTHER	251	PRJEB28050	SAMEA4813637	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736236	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.245	8/4/18	18	11	skin metagenome	ILLUMINA	8/4/18	ERR2722465	ERS2633537	ERP110215	qiita_sid_11844:11844.vole.245	NA	months	NA	NA	NA	6/10/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	2~5	2~5	NA	Bank vole	yes	12.61	NA	Myodes glareolus	female	ad	NA	447135	22.21	22.21	51.44536	19.172	NA	CEZ	NA	30.06522	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722466	OTHER	251	PRJEB28050	SAMEA4813638	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736237	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.248	8/4/18	10	6	skin metagenome	ILLUMINA	8/4/18	ERR2722466	ERS2633538	ERP110215	qiita_sid_11844:11844.vole.248	NA	months	NA	NA	NA	6/10/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	10	10	NA	Bank vole	yes	13.72	NA	Myodes glareolus	female	ad2	NA	447135	26.65	26.65	51.44536	12.016	NA	CEZ	NA	30.06522	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722467	OTHER	251	PRJEB28050	SAMEA4813639	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736238	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.249	8/4/18	11	7	skin metagenome	ILLUMINA	8/4/18	ERR2722467	ERS2633539	ERP110215	qiita_sid_11844:11844.vole.249	NA	months	NA	NA	NA	6/10/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	2~5	2~5	NA	Bank vole	yes	13.43	NA	Myodes glareolus	female	ad	NA	447135	24.28	24.28	51.44546	25.42	NA	CEZ	NA	30.06514	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722468	OTHER	251	PRJEB28050	SAMEA4813640	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736239	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.25	8/4/18	9	5	skin metagenome	ILLUMINA	8/4/18	ERR2722468	ERS2633540	ERP110215	qiita_sid_11844:11844.vole.25	NA	months	NA	NA	NA	5/27/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	RedForest	2~5	2~5	NA	Bank vole	yes	12.01	NA	Myodes glareolus	female	ad	NA	447135	31.73	31.73	51.383139	198.7375	NA	CEZ	NA	30.062583	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	skin	female	CH	g	inside CEZ
ERR2722469	OTHER	251	PRJEB28050	SAMEA4813641	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736240	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.251	8/4/18	11	7	skin metagenome	ILLUMINA	8/4/18	ERR2722469	ERS2633541	ERP110215	qiita_sid_11844:11844.vole.251	NA	months	NA	NA	NA	6/10/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	2~5	2~5	NA	Bank vole	no	12.92	NA	Myodes glareolus	male	ad	NA	447135	20.07	20.07	51.44536	12.016	NA	CEZ	NA	30.06522	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	male	CH	g	inside CEZ
ERR2722470	OTHER	251	PRJEB28050	SAMEA4813642	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736241	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.252	8/4/18	28	17	skin metagenome	ILLUMINA	8/4/18	ERR2722470	ERS2633542	ERP110215	qiita_sid_11844:11844.vole.252	NA	months	NA	NA	NA	6/10/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	10	10	NA	Bank vole	no	13.98	NA	Myodes glareolus	female	ad2	NA	447135	28.25	28.25	51.44536	19.172	NA	CEZ	NA	30.06522	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722471	OTHER	251	PRJEB28050	SAMEA4813643	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736242	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.256	8/4/18	11	7	skin metagenome	ILLUMINA	8/4/18	ERR2722471	ERS2633543	ERP110215	qiita_sid_11844:11844.vole.256	NA	months	NA	NA	NA	6/10/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	2~5	2~5	NA	Bank vole	no	12.71	NA	Myodes glareolus	female	ad	NA	447135	22.1	22.1	51.44536	27.088	NA	CEZ	NA	30.06522	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722472	OTHER	251	PRJEB28050	SAMEA4813644	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736243	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.259	8/4/18	18	11	skin metagenome	ILLUMINA	8/4/18	ERR2722472	ERS2633544	ERP110215	qiita_sid_11844:11844.vole.259	NA	months	NA	NA	NA	6/10/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	2~5	2~5	NA	Bank vole	no	12.77	NA	Myodes glareolus	female	ad	NA	447135	28.36	28.36	51.44536	16.766	NA	CEZ	NA	30.06522	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722473	OTHER	251	PRJEB28050	SAMEA4813645	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736244	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.26	8/4/18	17	11	skin metagenome	ILLUMINA	8/4/18	ERR2722473	ERS2633545	ERP110215	qiita_sid_11844:11844.vole.26	NA	months	NA	NA	NA	5/27/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	RedForest	2~5	2~5	NA	Bank vole	no	12.1	NA	Myodes glareolus	male	ad	NA	447135	21.91	21.91	51.384605	123.18375	NA	CEZ	NA	30.057874	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	skin	male	CH	g	inside CEZ
ERR2722474	OTHER	251	PRJEB28050	SAMEA4813646	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736245	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.266	8/4/18	36	22	skin metagenome	ILLUMINA	8/4/18	ERR2722474	ERS2633546	ERP110215	qiita_sid_11844:11844.vole.266	NA	months	NA	NA	NA	6/11/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	10	10	NA	Bank vole	yes	13.6	NA	Myodes glareolus	female	ad2	NA	447135	24.32	24.32	51.44546	15.596	NA	CEZ	NA	30.06514	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722475	OTHER	251	PRJEB28050	SAMEA4813647	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736246	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.27	8/4/18	18	11	skin metagenome	ILLUMINA	8/4/18	ERR2722475	ERS2633547	ERP110215	qiita_sid_11844:11844.vole.27	NA	months	NA	NA	NA	5/27/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	RedForest	2~5	2~5	NA	Bank vole	no	12.98	NA	Myodes glareolus	male	ad	NA	447135	16.08	16.08	51.390412	12.854	NA	CEZ	NA	30.072309	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	skin	male	CH	g	inside CEZ
ERR2722476	OTHER	251	PRJEB28050	SAMEA4813648	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736247	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.276	8/4/18	29	17	skin metagenome	ILLUMINA	8/4/18	ERR2722476	ERS2633548	ERP110215	qiita_sid_11844:11844.vole.276	NA	months	NA	NA	NA	6/12/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	2~5	2~5	NA	Bank vole	yes	13.28	NA	Myodes glareolus	female	ad	NA	447135	26.78	26.78	51.44957	10	NA	CEZ	NA	30.06264	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722477	OTHER	251	PRJEB28050	SAMEA4813649	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736248	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.277	8/4/18	14	9	skin metagenome	ILLUMINA	8/4/18	ERR2722477	ERS2633549	ERP110215	qiita_sid_11844:11844.vole.277	NA	months	NA	NA	NA	6/12/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	2~5	2~5	NA	Bank vole	yes	12.89	NA	Myodes glareolus	female	ad	NA	447135	28.96	28.96	51.44738	15.7298	NA	CEZ	NA	30.06744	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722478	OTHER	251	PRJEB28050	SAMEA4813650	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736249	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.284	8/4/18	34	22	skin metagenome	ILLUMINA	8/4/18	ERR2722478	ERS2633550	ERP110215	qiita_sid_11844:11844.vole.284	NA	months	NA	NA	NA	6/12/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	10	10	NA	Bank vole	no	13.53	NA	Myodes glareolus	female	ad2	NA	447135	23.43	23.43	51.44536	20.86875	NA	CEZ	NA	30.06522	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722479	OTHER	251	PRJEB28050	SAMEA4813651	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736250	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.286	8/4/18	24	15	skin metagenome	ILLUMINA	8/4/18	ERR2722479	ERS2633551	ERP110215	qiita_sid_11844:11844.vole.286	NA	months	NA	NA	NA	6/12/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	2~5	2~5	NA	Bank vole	yes	12.69	NA	Myodes glareolus	female	ad	NA	447135	28.15	28.15	51.44069	10.3213	NA	CEZ	NA	30.08206	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722480	OTHER	251	PRJEB28050	SAMEA4813652	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736251	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.29	8/4/18	6	4	skin metagenome	ILLUMINA	8/4/18	ERR2722480	ERS2633552	ERP110215	qiita_sid_11844:11844.vole.29	NA	months	NA	NA	NA	5/27/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	RedForest	2~5	2~5	NA	Bank vole	no	13.04	NA	Myodes glareolus	female	ad	NA	447135	17.93	17.93	51.381883	49.121	NA	CEZ	NA	30.037636	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	skin	female	CH	g	inside CEZ
ERR2722481	OTHER	251	PRJEB28050	SAMEA4813653	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736252	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.293	8/4/18	12	7	skin metagenome	ILLUMINA	8/4/18	ERR2722481	ERS2633553	ERP110215	qiita_sid_11844:11844.vole.293	NA	months	NA	NA	NA	6/12/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	2~5	2~5	NA	Bank vole	no	12.86	NA	Myodes glareolus	female	ad	NA	447135	19.08	19.08	51.44957	20.013	NA	CEZ	NA	30.06264	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722482	OTHER	251	PRJEB28050	SAMEA4813654	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736253	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.296	8/4/18	15	9	skin metagenome	ILLUMINA	8/4/18	ERR2722482	ERS2633554	ERP110215	qiita_sid_11844:11844.vole.296	NA	months	NA	NA	NA	6/12/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	2~5	2~5	NA	Bank vole	yes	12.12	NA	Myodes glareolus	female	ad	NA	447135	29.22	29.22	51.44069	25.42	NA	CEZ	NA	30.08206	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722483	OTHER	251	PRJEB28050	SAMEA4813655	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736254	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.299	8/4/18	12	7	skin metagenome	ILLUMINA	8/4/18	ERR2722483	ERS2633555	ERP110215	qiita_sid_11844:11844.vole.299	NA	months	NA	NA	NA	6/12/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	2~5	2~5	NA	Bank vole	yes	12.77	NA	Myodes glareolus	female	ad	NA	447135	22.56	22.56	51.45275	10	NA	CEZ	NA	30.05556	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
ERR2722484	OTHER	251	PRJEB28050	SAMEA4813656	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736255	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.3	8/4/18	28	17	skin metagenome	ILLUMINA	8/4/18	ERR2722484	ERS2633556	ERP110215	qiita_sid_11844:11844.vole.3	NA	months	NA	NA	NA	5/25/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Rosoha	2~5	2~5	NA	Bank vole	no	12.99	NA	Myodes glareolus	male	ad	NA	447135	25.79	25.79	51.157146	0.184125	NA	CEZ	NA	29.985035	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CL1	skin	male	CL	g	inside CEZ
ERR2722485	OTHER	251	PRJEB28050	SAMEA4813657	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736256	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.30	8/4/18	11	6	skin metagenome	ILLUMINA	8/4/18	ERR2722485	ERS2633557	ERP110215	qiita_sid_11844:11844.vole.30	NA	months	NA	NA	NA	5/27/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	RedForest	2~5	2~5	NA	Bank vole	no	13.18	NA	Myodes glareolus	male	ad	NA	447135	16	16	51.381883	49.121	NA	CEZ	NA	30.037636	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	skin	male	CH	g	inside CEZ
ERR2722486	OTHER	251	PRJEB28050	SAMEA4813658	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736257	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.300	8/4/18	7	4	skin metagenome	ILLUMINA	8/4/18	ERR2722486	ERS2633558	ERP110215	qiita_sid_11844:11844.vole.300	NA	months	NA	NA	NA	6/12/16	TRUE	Chernobyl Nuclear Power Plant Exclusion Zone	Gluboke	2~5	2~5	NA	Bank vole	yes	13	NA	Myodes glareolus	female	ad	NA	447135	20.1	20.1	51.45275	10	NA	CEZ	NA	30.05556	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	skin	female	CH	g	inside CEZ
