Run	new_sampleid	Assay Type	AvgSpotLen	Bases	BioProject	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Instrument	Isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	Source_material_ID	SRA Study	type	comment
SRR9975179	SAMN12575058	AMPLICON	602	25430888	PRJNA559766	Metagenome or environmental	14298632	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722288	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC031-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC031-P0_S73_L001	OC031	SRP218488	OC	tonsillitis
SRR9975180	SAMN12575059	AMPLICON	602	30497922	PRJNA559766	Metagenome or environmental	17262738	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722287	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC032-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC032-P0_S85_L001	OC032	SRP218488	OC	tonsillitis
SRR9975173	SAMN12575060	AMPLICON	602	21553406	PRJNA559766	Metagenome or environmental	11999533	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722294	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC033-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC033-P0_S2_L001	OC033	SRP218488	OC	tonsillitis
SRR9975174	SAMN12575061	AMPLICON	602	21318024	PRJNA559766	Metagenome or environmental	13001954	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722293	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC034-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC034-P0_S14_L001	OC034	SRP218488	OC	tonsillitis
SRR9975175	SAMN12575062	AMPLICON	602	13797238	PRJNA559766	Metagenome or environmental	8745075	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722292	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC035-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC035-P0_S26_L001	OC035	SRP218488	OC	tonsillitis
SRR9975176	SAMN12575063	AMPLICON	602	16546572	PRJNA559766	Metagenome or environmental	9428340	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722291	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC041-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC041-P0_S74_L001	OC041	SRP218488	OC	tonsillitis
SRR9975185	SAMN12575064	AMPLICON	602	34474734	PRJNA559766	Metagenome or environmental	19207466	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722282	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC042-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC042-P0_S86_L001	OC042	SRP218488	OC	tonsillitis
SRR9975186	SAMN12575065	AMPLICON	602	23461746	PRJNA559766	Metagenome or environmental	13333242	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722281	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC043-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC043-P0_S3_L001	OC043	SRP218488	OC	tonsillitis
SRR9975151	SAMN12575066	AMPLICON	602	19696236	PRJNA559766	Metagenome or environmental	11224276	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722316	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC044-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC044-P0_S15_L001	OC044	SRP218488	OC	tonsillitis
SRR9975152	SAMN12575067	AMPLICON	602	21580496	PRJNA559766	Metagenome or environmental	12080451	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722315	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC045-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC045-P0_S27_L001	OC045	SRP218488	OC	tonsillitis
SRR9975153	SAMN12575068	AMPLICON	602	22027782	PRJNA559766	Metagenome or environmental	12730162	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722314	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC046-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC046-P0_S39_L001	OC046	SRP218488	OC	tonsillitis
SRR9975154	SAMN12575069	AMPLICON	602	22917538	PRJNA559766	Metagenome or environmental	13201009	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722313	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC047-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC047-P0_S51_L001	OC047	SRP218488	OC	tonsillitis
SRR9975155	SAMN12575070	AMPLICON	602	25116644	PRJNA559766	Metagenome or environmental	14033140	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722312	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC048-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC048-P0_S63_L001	OC048	SRP218488	OC	tonsillitis
SRR9975156	SAMN12575071	AMPLICON	602	21234948	PRJNA559766	Metagenome or environmental	11877026	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722311	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC049-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC049-P0_S75_L001	OC049	SRP218488	OC	tonsillitis
SRR9975157	SAMN12575072	AMPLICON	602	26119576	PRJNA559766	Metagenome or environmental	14551890	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722310	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC052-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC052-P0_S87_L001	OC052	SRP218488	OC	tonsillitis
SRR9975158	SAMN12575073	AMPLICON	602	17857728	PRJNA559766	Metagenome or environmental	10136847	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722309	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC053-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC053-P0_S4_L001	OC053	SRP218488	OC	tonsillitis
SRR9975159	SAMN12575074	AMPLICON	602	19387410	PRJNA559766	Metagenome or environmental	10802327	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722308	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC054-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC054-P0_S16_L001	OC054	SRP218488	OC	tonsillitis
SRR9975160	SAMN12575075	AMPLICON	602	20953212	PRJNA559766	Metagenome or environmental	11760301	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722307	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC055-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC055-P0_S28_L001	OC055	SRP218488	OC	tonsillitis
SRR9975188	SAMN12575076	AMPLICON	602	16314200	PRJNA559766	Metagenome or environmental	9469438	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722279	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC056-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC056-P0_S40_L001	OC056	SRP218488	OC	tonsillitis
SRR9975187	SAMN12575077	AMPLICON	602	21249396	PRJNA559766	Metagenome or environmental	11861519	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722280	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC057-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC057-P0_S52_L001	OC057	SRP218488	OC	tonsillitis
SRR9975202	SAMN12575078	AMPLICON	602	21290934	PRJNA559766	Metagenome or environmental	12072903	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722265	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC059-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC059-P0_S76_L001	OC059	SRP218488	OC	tonsillitis
SRR9975138	SAMN12575079	AMPLICON	602	25545268	PRJNA559766	Metagenome or environmental	14476767	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722329	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC060-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC060-P0_S88_L001	OC060	SRP218488	OC	tonsillitis
SRR9975184	SAMN12575080	AMPLICON	602	33555480	PRJNA559766	Metagenome or environmental	18715958	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722283	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC061-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC061-P0_S5_L001	OC061	SRP218488	OC	tonsillitis
SRR9975189	SAMN12575081	AMPLICON	602	18651766	PRJNA559766	Metagenome or environmental	10618073	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722278	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC062-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC062-P0_S17_L001	OC062	SRP218488	OC	tonsillitis
SRR9975093	SAMN12575082	AMPLICON	602	20486662	PRJNA559766	Metagenome or environmental	11670469	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722374	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC063-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC063-P0_S29_L001	OC063	SRP218488	OC	tonsillitis
SRR9975081	SAMN12575083	AMPLICON	602	19132764	PRJNA559766	Metagenome or environmental	10922396	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722386	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC064-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC064-P0_S41_L001	OC064	SRP218488	OC	tonsillitis
SRR9975171	SAMN12575084	AMPLICON	602	22070524	PRJNA559766	Metagenome or environmental	12504977	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722296	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC065-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC065-P0_S53_L001	OC065	SRP218488	OC	tonsillitis
SRR9975170	SAMN12575085	AMPLICON	602	21359562	PRJNA559766	Metagenome or environmental	12065067	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722297	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC066-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC066-P0_S65_L001	OC066	SRP218488	OC	tonsillitis
SRR9975124	SAMN12575086	AMPLICON	602	18578924	PRJNA559766	Metagenome or environmental	10730838	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722343	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC067-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC067-P0_S77_L001	OC067	SRP218488	OC	tonsillitis
SRR9975126	SAMN12575087	AMPLICON	602	18223142	PRJNA559766	Metagenome or environmental	10670243	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722341	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC068-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC068-P0_S89_L001	OC068	SRP218488	OC	tonsillitis
SRR9975216	SAMN12575088	AMPLICON	602	20812946	PRJNA559766	Metagenome or environmental	11720889	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722251	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC069-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC069-P0_S6_L001	OC069	SRP218488	OC	tonsillitis
SRR9975217	SAMN12575089	AMPLICON	602	19811820	PRJNA559766	Metagenome or environmental	11385554	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722250	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC070-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC070-P0_S18_L001	OC070	SRP218488	OC	tonsillitis
SRR9975222	SAMN12575090	AMPLICON	602	22337210	PRJNA559766	Metagenome or environmental	12511921	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722245	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC071-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC071-P0_S30_L001	OC071	SRP218488	OC	tonsillitis
SRR9975223	SAMN12575091	AMPLICON	602	17634386	PRJNA559766	Metagenome or environmental	10089032	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722244	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC072-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC072-P0_S42_L001	OC072	SRP218488	OC	tonsillitis
SRR9975220	SAMN12575092	AMPLICON	602	19000926	PRJNA559766	Metagenome or environmental	10703674	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722247	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC073-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC073-P0_S54_L001	OC073	SRP218488	OC	tonsillitis
SRR9975221	SAMN12575093	AMPLICON	602	21749056	PRJNA559766	Metagenome or environmental	12174982	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722246	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC074-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC074-P0_S66_L001	OC074	SRP218488	OC	tonsillitis
SRR9975092	SAMN12575094	AMPLICON	602	20325326	PRJNA559766	Metagenome or environmental	11765985	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722375	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC075-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC075-P0_S78_L001	OC075	SRP218488	OC	tonsillitis
SRR9975095	SAMN12575095	AMPLICON	602	17113054	PRJNA559766	Metagenome or environmental	10013635	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722372	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC076-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC076-P0_S90_L001	OC076	SRP218488	OC	tonsillitis
SRR9974993	SAMN12575096	AMPLICON	602	24672368	PRJNA559766	Metagenome or environmental	14163431	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722474	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC077-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC077-P0_S7_L001	OC077	SRP218488	OC	tonsillitis
SRR9974992	SAMN12575097	AMPLICON	602	22047046	PRJNA559766	Metagenome or environmental	12237782	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722475	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC078-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC078-P0_S19_L001	OC078	SRP218488	OC	tonsillitis
SRR9974995	SAMN12575098	AMPLICON	602	16279886	PRJNA559766	Metagenome or environmental	9899560	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722472	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	ZymoBacR1-P1	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	ZymoBacR1-P1_S179_L001	ZymoBacR1	SRP218488	Zy	positive_control
SRR9974994	SAMN12575099	AMPLICON	602	15645980	PRJNA559766	Metagenome or environmental	9059894	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722473	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	ZymoBacR2-P2	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	ZymoBacR2-P2_S275_L001	ZymoBacR2	SRP218488	Zy	positive_control
SRR9974997	SAMN12575100	AMPLICON	602	20196498	PRJNA559766	Metagenome or environmental	11462791	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722470	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	ZymoBacR3-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	ZymoBacR3-P3_S371_L001	ZymoBacR3	SRP218488	Zy	positive_control
SRR9974996	SAMN12575101	AMPLICON	602	25559716	PRJNA559766	Metagenome or environmental	16746794	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722471	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	ZymoBacR4-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	ZymoBacR4-P4_S83_L001	ZymoBacR4	SRP218488	Zy	positive_control
SRR9974999	SAMN12575102	AMPLICON	602	30373910	PRJNA559766	Metagenome or environmental	20023419	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722468	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	ZymoBacR5-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	ZymoBacR5-P5_S179_L001	ZymoBacR5	SRP218488	Zy	positive_control
SRR9974998	SAMN12575103	AMPLICON	602	20262116	PRJNA559766	Metagenome or environmental	12684833	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722469	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	ZymoBacR7-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	ZymoBacR7-P7_S372_L001	ZymoBacR7	SRP218488	Zy	positive_control
SRR9974991	SAMN12575104	AMPLICON	602	17347232	PRJNA559766	Metagenome or environmental	11116679	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722476	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	ZymoBacR8-P8	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	ZymoBacR8-P8_S435_L001	ZymoBacR8	SRP218488	Zy	positive_control
SRR9974990	SAMN12575105	AMPLICON	602	20324122	PRJNA559766	Metagenome or environmental	11578830	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722477	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	ZymoDNAR1-P1	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	ZymoDNAR1-P1_S191_L001	ZymoDNAR1	SRP218488	Zy	positive_control
SRR9975047	SAMN12575106	AMPLICON	602	19000324	PRJNA559766	Metagenome or environmental	10782682	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722420	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	ZymoDNAR2-P2	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	ZymoDNAR2-P2_S287_L001	ZymoDNAR2	SRP218488	Zy	positive_control
