Run	new_sampleid	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	datenum	collectiontime	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	included_in_final_analysis	Instrument	Isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	ScalingFactor	Seq_run	SRA Study	storage	time	timenum	feature.id2	IndividID2	Storage2	Seq_run2	Seq_depth_nospikein	HoursTilFrozen	scaling_factor	SampleDate	SampleTime	SampleTimeCat	HoursAfterSunrise	Month	Year	Season	AgeAtSamplingYears	AgeCat	Sex	GroupAtSampling	Condition_weight	SocialStatus	HoursSinceForagingStart	Temp_max	Temp_min	HourlyTemp	sum_rainfall_month	Bacterial_load	Observed	Shannon	MDS1_WU	MDS2_WU	MDS3_WU	MDS4_WU	MDS1_UU	MDS2_UU	MDS3_UU	MDS4_UU
SRR15931409	Sample1020	AMPLICON	501	23451574	PRJNA764180	SAMN21481714	Metagenome or environmental	13866130	ULM UNIVERSITY	7/22/17	42938	1899-12-30 09:18:00	public	"sra	fastq"	"ncbi	s3	gs"	"ncbi.public	s3.us-east-1	gs.US"	SRX12221552	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800104 E	Feature1048	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1048	8.442232278	RUN2	SRP337608	FREEZEDRIED	9:18:00	0.39	Feature1048	ID 208	FREEZEDRIED	RUN2	32416	4.099730374	8.442232278	7/22/17	1899-12-30 09:18:00	MORNING	1.885555556	7	2017	DRY WINTER	1.279	MIDDLEAGED	M	Group 3	-28.44539353	Subordinate	0	27	-5.1	8.1	0.2	273658	234	3.866560363	-0.111532201	-0.10010386	0.051500024	-0.063692014	0.228817493	0.123194894	0.141306051	0.040024142
SRR15931408	Sample1021	AMPLICON	501	60631540	PRJNA764180	SAMN21481715	Metagenome or environmental	34645683	ULM UNIVERSITY	7/27/17	42943	1899-12-30 12:11:00	public	"fastq	sra"	"ncbi	gs	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX12221553	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800331 E	Feature1049	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1049	4.027289377	RUN4	SRP337608	FREEZEDRIED	12:11:00	0.51	Feature1049	ID 234	FREEZEDRIED	RUN4	79711	1.21639704	4.027289377	7/27/17	1899-12-30 12:11:00	MORNING	4.806388889	7	2017	DRY WINTER	0.378	YOUNG	M	Group 41	43.68842172	Subordinate	2.818584498	23.7	-1.3	19.3	0.2	321016	97	2.057026069	-0.237184327	0.057799244	0.09441531	0.016214555	-0.035689923	-0.179139488	-0.00242965	0.099411608
SRR15931407	Sample1022	AMPLICON	501	60735233	PRJNA764180	SAMN21481716	Metagenome or environmental	36190129	ULM UNIVERSITY	7/27/17	42943	1899-12-30 12:55:00	public	"sra	fastq"	"ncbi	s3	gs"	"gs.US	ncbi.public	s3.us-east-1"	SRX12221554	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800332 E	Feature1050	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1050	1.125229819	RUN4	SRP337608	FREEZEDRIED	12:55:00	0.54	Feature1050	ID 216	FREEZEDRIED	RUN4	73602	0.5	1.125229819	7/27/17	1899-12-30 12:55:00	MORNING	5.539722222	7	2017	DRY WINTER	1.038	MIDDLEAGED	M	Group 34	-126.772272	Subordinate	3.551917831	23.7	-1.3	21	0.2	82818	187	3.748675884	-0.106537642	-0.115565741	0.060894652	-0.047983764	0.242519408	-0.0440071	-0.00763695	0.111145668
SRR15931405	Sample1023	AMPLICON	501	13719918	PRJNA764180	SAMN21481717	Metagenome or environmental	8171533	ULM UNIVERSITY	7/27/17	42943	1899-12-30 10:10:00	public	"fastq	sra"	"s3	gs	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	SRX12221556	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800105 E	Feature1051	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1051	32.21831502	RUN2	SRP337608	FREEZEDRIED	10:10:00	0.42	Feature1051	ID 230	FREEZEDRIED	RUN2	20295	3.233063707	32.21831502	7/27/17	1899-12-30 10:10:00	MORNING	2.789722222	7	2017	DRY WINTER	0.614	YOUNG	M	Group 35	20.23120374	Subordinate	0.801917831	23.7	-1.3	13.2	0.2	653869	169	3.533653005	-0.168991067	-0.089729827	0.115951333	-0.103586241	0.280559686	0.055347473	0.075023854	0.109717324
SRR15931404	Sample1024	AMPLICON	501	25294583	PRJNA764180	SAMN21481718	Metagenome or environmental	14942293	ULM UNIVERSITY	7/28/17	42944	1899-12-30 10:48:00	public	"fastq	sra"	"gs	s3	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	SRX12221557	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800106 E	Feature1052	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1052	9.567863248	RUN2	SRP337608	FREEZEDRIED	10:48:00	0.45	Feature1052	ID 225	FREEZEDRIED	RUN2	31725	2.599730374	9.567863248	7/28/17	1899-12-30 10:48:00	MORNING	3.431388889	7	2017	DRY WINTER	0.688	YOUNG	F	Group 3	15.67758371	Subordinate	1.435251164	26.9	-5.6	19.3	0.2	303536	174	3.610723585	-0.119508112	-0.105062747	-0.016001022	-0.050601065	0.222534538	0.083960177	0.091408325	0.024325427
SRR15931403	Sample1025	AMPLICON	501	17904113	PRJNA764180	SAMN21481719	Metagenome or environmental	10898206	ULM UNIVERSITY	8/1/17	42948	1899-12-30 12:01:00	public	"fastq	sra"	"ncbi	gs	s3"	"ncbi.public	s3.us-east-1	gs.US"	SRX12221558	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800107 E	Feature1053	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1053	52.62324786	RUN2	SRP337608	FREEZEDRIED	12:01:00	0.5	Feature1053	ID 211	FREEZEDRIED	RUN2	20742	1.383063707	52.62324786	8/1/17	1899-12-30 12:01:00	MORNING	4.685277778	7	2017	DRY WINTER	1.277	MIDDLEAGED	F	Group 35	-48.42436903	Subordinate	2.651917831	26.6	5.3	24.9	0	1091509	137	3.637941027	0.006467734	-0.215544285	0.071824194	-0.067208458	0.268692752	-0.040555249	0.000253058	0.136930598
SRR15931402	Sample1026	AMPLICON	501	15264231	PRJNA764180	SAMN21481720	Metagenome or environmental	9058023	ULM UNIVERSITY	8/4/17	42951	1899-12-30 10:15:00	public	"sra	fastq"	"ncbi	gs	s3"	"s3.us-east-1	gs.US	ncbi.public"	SRX12221559	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800108 E	Feature1054	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1054	17.34832347	RUN2	SRP337608	FREEZEDRIED	10:15:00	0.43	Feature1054	ID 223	FREEZEDRIED	RUN2	20861	2.834169654	17.34832347	8/4/17	1899-12-30 10:15:00	MORNING	2.95	8	2017	DRY WINTER	0.912	YOUNG	F	Group 3	17.8834543	Dominant	1.194195179	28.6	6.3	19.5	0	361903	186	4.132146768	-0.031029722	-0.137658341	0.012992344	-0.156335006	0.290134269	0.065112164	0.044867283	0.147618215
SRR15931401	Sample1027	AMPLICON	501	14333246	PRJNA764180	SAMN21481721	Metagenome or environmental	8348219	ULM UNIVERSITY	8/9/17	42956	1899-12-30 12:05:00	public	"fastq	sra"	"s3	ncbi	gs"	"gs.US	s3.us-east-1	ncbi.public"	SRX12221560	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800109 E	Feature1055	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1055	2.211060835	RUN2	SRP337608	FREEZEDRIED	12:05:00	0.5	Feature1055	ID 201	FREEZEDRIED	RUN2	18585	1.00083632	2.211060835	8/9/17	1899-12-30 12:05:00	MORNING	4.841666667	8	2017	DRY WINTER	2.427	MIDDLEAGED	M	Group 35	34.59665948	Subordinate	3.027528512	30.7	2.8	27.3	0	41101	251	4.190037328	-0.031867775	-0.012024421	0.061300278	0.038614933	-0.012261931	0.157568831	0.191136615	-0.098711439
SRR15931400	Sample1028	AMPLICON	501	14716459	PRJNA764180	SAMN21481722	Metagenome or environmental	8363085	ULM UNIVERSITY	8/12/17	42959	1899-12-30 11:22:00	public	"sra	fastq"	"gs	ncbi	s3"	"ncbi.public	s3.us-east-1	gs.US"	SRX12221561	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800110 E	Feature1056	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1056	7.589891519	RUN2	SRP337608	FREEZEDRIED	11:22:00	0.47	Feature1056	ID 214	FREEZEDRIED	RUN2	22187	1.717502987	7.589891519	8/12/17	1899-12-30 11:22:00	MORNING	4.163611111	8	2017	DRY WINTER	1.307	MIDDLEAGED	M	Group 35	-74.33392576	Subordinate	2.310861846	30.1	5	24.6	0	168397	74	1.948527022	-0.271925767	0.095742544	0.078540121	0.016405753	0.022243787	-0.230151844	-0.033813097	0.080945036
SRR15931399	Sample1029	AMPLICON	501	26634685	PRJNA764180	SAMN21481723	Metagenome or environmental	15952667	ULM UNIVERSITY	8/16/17	42963	1899-12-30 09:47:00	public	"sra	fastq"	"ncbi	gs	s3"	"s3.us-east-1	ncbi.public	gs.US"	SRX12221562	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800111 E	Feature1057	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1057	19.73371795	RUN2	SRP337608	FREEZEDRIED	9:47:00	0.41	Feature1057	ID 210	FREEZEDRIED	RUN2	34534	3.30083632	19.73371795	8/16/17	1899-12-30 09:47:00	MORNING	2.635555556	8	2017	DRY WINTER	1.348	MIDDLEAGED	M	Group 3	-57.15101285	Subordinate	0.727528512	30.7	3.7	22.1	0	681485	192	3.585980794	-0.106580749	-0.135775605	0.104632328	-0.135026419	0.2421729	0.064552417	0.056129484	0.101929328
SRR15930169	Sample103	AMPLICON	501	13504284	PRJNA764180	SAMN21470054	Metagenome or environmental	8084016	ULM UNIVERSITY	11/7/04	38298	1899-12-30 08:35:00	public	"sra	fastq"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX12220552	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799258 E	Feature109	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature109	4.08988973	RUN1	SRP337608	FROZEN	8:35:00	0.36	Feature109	ID 79	FROZEN	RUN1	19003	2.281274473	4.08988973	11/7/04	1899-12-30 08:35:00	MORNING	2.835555556	11	2004	WET SUMMER	6.762	OLD	M	Group 11	40.52829436	Dominant	1.608027349	37.4	21.9	29	24.8	77718	74	2.219873713	-0.141698928	0.070969619	-0.158756168	-0.015076635	-0.183895736	-0.164050518	0.053186745	0.034123427
SRR15931398	Sample1030	AMPLICON	501	15144779	PRJNA764180	SAMN21481724	Metagenome or environmental	8935609	ULM UNIVERSITY	8/16/17	42963	1899-12-30 12:27:00	public	"fastq	sra"	"ncbi	s3	gs"	"ncbi.public	s3.us-east-1	gs.US"	SRX12221563	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800112 E	Feature1058	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1058	10.18514475	RUN2	SRP337608	FREEZEDRIED	12:27:00	0.52	Feature1058	ID 226	FREEZEDRIED	RUN2	20905	0.634169654	10.18514475	8/16/17	1899-12-30 12:27:00	MORNING	5.302222222	8	2017	DRY WINTER	0.74	YOUNG	F	Group 3	9.540402522	Subordinate	3.394195179	30.7	3.7	28.4	0	212923	138	3.648379466	-0.13898951	-0.115533369	0.03280127	-0.15625447	0.281727875	0.029743763	0.032574657	0.167051943
SRR15931397	Sample1031	AMPLICON	501	16629921	PRJNA764180	SAMN21481725	Metagenome or environmental	9977716	ULM UNIVERSITY	8/18/17	42965	1899-12-30 09:50:00	public	"fastq	sra"	"ncbi	gs	s3"	"ncbi.public	gs.US	s3.us-east-1"	SRX12221564	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800113 E	Feature1059	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1059	35.87948718	RUN2	SRP337608	FREEZEDRIED	9:50:00	0.41	Feature1059	ID 189	FREEZEDRIED	RUN2	22793	3.25083632	35.87948718	8/18/17	1899-12-30 09:50:00	MORNING	2.714722222	8	2017	DRY WINTER	2.907	MIDDLEAGED	F	Group 35	-19.81384358	Subordinate	0.777528512	17.4	-0.1	9.8	0	817809	168	3.647128348	-0.14845152	-0.126031855	0.09052267	-0.131537041	0.323560086	0.043214164	0.010725989	0.136301581
SRR15931396	Sample1032	AMPLICON	501	11730338	PRJNA764180	SAMN21481726	Metagenome or environmental	7118003	ULM UNIVERSITY	8/18/17	42965	1899-12-30 17:00:00	public	"sra	fastq"	"s3	gs	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	SRX12221565	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800114 E	Feature1060	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1060	9.397008547	RUN2	SRP337608	FREEZEDRIED	17:00:00	0.71	Feature1060	ID 232	FREEZEDRIED	RUN2	16510	2.377983936	9.397008547	8/18/17	1899-12-30 17:00:00	AFTERNOON	9.881388889	8	2017	DRY WINTER	0.46	YOUNG	F	Group 35	-9.665979401	Subordinate	0.234039241	17.4	-0.1	16.3	0	155146	150	3.973137496	0.092474116	-0.125021301	0.098841501	-0.201247529	0.095428205	0.072926839	0.116312468	0.130865712
SRR15931394	Sample1033	AMPLICON	501	17120133	PRJNA764180	SAMN21481727	Metagenome or environmental	9544331	ULM UNIVERSITY	8/23/17	42970	1899-12-30 10:20:00	public	"sra	fastq"	"ncbi	s3	gs"	"ncbi.public	gs.US	s3.us-east-1"	SRX12221567	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800115 E	Feature1061	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1061	7.111249711	RUN3	SRP337608	FREEZEDRIED	10:20:00	0.43	Feature1061	ID 198	FREEZEDRIED	RUN3	23516	2.75083632	7.111249711	8/23/17	1899-12-30 10:20:00	MORNING	3.291666667	8	2017	DRY WINTER	2.592	MIDDLEAGED	M	Group 3	34.31234995	Subordinate	1.277528512	20.3	3.4	13.6	0	167222	184	3.784455818	-0.081988167	-0.1306366	0.05166795	0.022017858	0.27473113	0.014161462	-0.022138796	0.001085272
SRR15931393	Sample1034	AMPLICON	501	19198169	PRJNA764180	SAMN21481728	Metagenome or environmental	11456529	ULM UNIVERSITY	8/23/17	42970	1899-12-30 17:12:00	public	"sra	fastq"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX12221568	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800116 E	Feature1062	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1062	1.063812288	RUN2	SRP337608	FREEZEDRIED	17:12:00	0.72	Feature1062	ID 233	FREEZEDRIED	RUN2	31590	2.177983936	1.063812288	8/23/17	1899-12-30 17:12:00	AFTERNOON	10.15833333	8	2017	DRY WINTER	0.474	YOUNG	M	Group 35	-12.60973162	Subordinate	0.434039241	20.3	3.4	19.2	0	33602	110	3.834829052	0.118468943	-0.135964506	0.086212955	-0.081973064	-0.001893579	0.011077562	0.096587492	0.065912377
SRR15931392	Sample1035	AMPLICON	501	24443174	PRJNA764180	SAMN21481729	Metagenome or environmental	14643368	ULM UNIVERSITY	8/23/17	42970	1899-12-30 17:17:00	public	"fastq	sra"	"s3	ncbi	gs"	"gs.US	s3.us-east-1	ncbi.public"	SRX12221569	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800117 E	Feature1063	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1063	5.210222561	RUN2	SRP337608	FREEZEDRIED	17:17:00	0.72	Feature1063	ID 220	FREEZEDRIED	RUN2	30011	2.094650602	5.210222561	8/23/17	1899-12-30 17:17:00	AFTERNOON	10.24166667	8	2017	DRY WINTER	1.06	MIDDLEAGED	M	Group 35	-13.34834471	Subordinate	0.517372574	20.3	3.4	19.2	0	156362	311	4.73651146	0.12077106	-0.169722981	0.098392042	-0.156402085	0.193256782	0.212397389	0.164614089	0.079331208
SRR15931391	Sample1036	AMPLICON	501	24068093	PRJNA764180	SAMN21481730	Metagenome or environmental	14006058	ULM UNIVERSITY	8/23/17	42970	1899-12-30 16:48:00	public	"fastq	sra"	"s3	gs	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	SRX12221570	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800118 E	Feature1064	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1064	29.2351377	RUN2	SRP337608	FREEZEDRIED	16:48:00	0.7	Feature1064	ID 210	FREEZEDRIED	RUN2	35680	2.577983936	29.2351377	8/23/17	1899-12-30 16:48:00	AFTERNOON	9.758333333	8	2017	DRY WINTER	1.367	MIDDLEAGED	M	Group 3	-78.72703419	Subordinate	0.034039241	20.3	3.4	19.2	0	1043109	139	2.460489544	-0.233209985	-0.020669307	0.125846795	-0.066300012	0.237582734	-0.014380506	0.049584973	0.120308533
SRR15931390	Sample1037	AMPLICON	501	26977144	PRJNA764180	SAMN21481731	Metagenome or environmental	16065928	ULM UNIVERSITY	8/24/17	42971	1899-12-30 11:17:00	public	"sra	fastq"	"ncbi	gs	s3"	"ncbi.public	gs.US	s3.us-east-1"	SRX12221571	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800119 E	Feature1065	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1065	19.02045103	RUN2	SRP337608	FREEZEDRIED	11:17:00	0.47	Feature1065	ID 226	FREEZEDRIED	RUN2	34505	1.80083632	19.02045103	8/24/17	1899-12-30 11:17:00	MORNING	4.257777778	8	2017	DRY WINTER	0.762	YOUNG	F	Group 3	5.544021767	Subordinate	2.227528512	21.9	-3	14.9	0	656288	212	3.78482861	-0.171716021	-0.078861326	0.085624498	-0.098580387	0.283113431	0.081729971	0.040958608	0.093178155
SRR15931389	Sample1038	AMPLICON	501	23848930	PRJNA764180	SAMN21481732	Metagenome or environmental	14444843	ULM UNIVERSITY	8/24/17	42971	1899-12-30 08:39:00	public	"sra	fastq"	"s3	ncbi	gs"	"gs.US	ncbi.public	s3.us-east-1"	SRX12221572	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800120 E	Feature1066	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1066	29.2351377	RUN2	SRP337608	FREEZEDRIED	8:39:00	0.36	Feature1066	ID 212	FREEZEDRIED	RUN2	29914	4.434169654	29.2351377	8/24/17	1899-12-30 08:39:00	MORNING	1.624444444	8	2017	DRY WINTER	1.34	MIDDLEAGED	M	Group 29	-208.1180025	Subordinate	0	21.9	-3	9.2	0	874539	193	4.08465352	-0.015354593	-0.191895539	0.034647592	-0.139257312	0.295724026	0.044904153	0.030746008	0.126219297
SRR15931388	Sample1039	AMPLICON	501	18603069	PRJNA764180	SAMN21481733	Metagenome or environmental	10853917	ULM UNIVERSITY	8/24/17	42971	1899-12-30 11:35:00	public	"sra	fastq"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX12221573	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800121 E	Feature1067	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1067	6.804730327	RUN2	SRP337608	FREEZEDRIED	11:35:00	0.48	Feature1067	ID 232	FREEZEDRIED	RUN2	29680	1.50083632	6.804730327	8/24/17	1899-12-30 11:35:00	MORNING	4.557777778	8	2017	DRY WINTER	0.477	YOUNG	F	Group 35	-17.84129181	Subordinate	2.527528512	21.9	-3	17.1	0	201965	96	2.796006369	-0.229427571	-0.007741371	0.057372995	-0.073590757	0.146827338	-0.099953734	-0.026488109	0.201235657
SRR15930168	Sample104	AMPLICON	501	13828591	PRJNA764180	SAMN21470055	Metagenome or environmental	8054012	ULM UNIVERSITY	11/11/04	38302	1899-12-30 08:51:00	public	"sra	fastq"	"gs	ncbi	s3"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220553	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799259 E	Feature110	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature110	5.84702754	RUN1	SRP337608	FROZEN	8:51:00	0.37	Feature110	ID 94	FROZEN	RUN1	17717	2.014607806	5.84702754	11/11/04	1899-12-30 08:51:00	MORNING	3.139722222	11	2004	WET SUMMER	0.718	YOUNG	F	Group 37	-54.76330093	Subordinate	1.874694016	38.7	19.9	30.3	25.4	103592	63	2.47024011	-0.12900276	0.014472958	-0.051490394	0.026381944	-0.190873149	-0.22876414	-0.06427799	-0.053249862
SRR15931387	Sample1040	AMPLICON	501	22628836	PRJNA764180	SAMN21481734	Metagenome or environmental	13854779	ULM UNIVERSITY	8/26/17	42973	1899-12-30 17:27:00	public	"fastq	sra"	"ncbi	s3	gs"	"ncbi.public	s3.us-east-1	gs.US"	SRX12221574	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800122 E	Feature1068	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1068	5.719918246	RUN2	SRP337608	FREEZEDRIED	17:27:00	0.73	Feature1068	ID 217	FREEZEDRIED	RUN2	26393	1.927983936	5.719918246	8/26/17	1899-12-30 17:27:00	AFTERNOON	10.45722222	8	2017	DRY WINTER	1.068	MIDDLEAGED	F	Group 35	-33.13201247	Subordinate	0.684039241	23.9	0	22.6	0	150971	257	4.512017677	0.064376907	-0.173785565	0.080942537	-0.097751868	0.21318634	0.192692968	0.150215343	0.06190938
SRR15931386	Sample1041	AMPLICON	501	18310655	PRJNA764180	SAMN21481735	Metagenome or environmental	10669281	ULM UNIVERSITY	8/26/17	42973	1899-12-30 17:30:00	public	"fastq	sra"	"ncbi	gs	s3"	"s3.us-east-1	gs.US	ncbi.public"	SRX12221575	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800123 E	Feature1069	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1069	9.125418705	RUN2	SRP337608	FREEZEDRIED	17:30:00	0.73	Feature1069	ID 219	FREEZEDRIED	RUN2	25682	1.877983936	9.125418705	8/26/17	1899-12-30 17:30:00	AFTERNOON	10.50722222	8	2017	DRY WINTER	1.068	MIDDLEAGED	M	Group 35	-41.53312143	Subordinate	0.734039241	23.9	0	22.6	0	234366	200	3.0959698	-0.167142221	-0.019228495	0.101002596	-0.000585488	0.196867863	0.133731827	0.151697196	0.025978295
SRR15931385	Sample1042	AMPLICON	501	19912377	PRJNA764180	SAMN21481736	Metagenome or environmental	11943222	ULM UNIVERSITY	8/26/17	42973	1899-12-30 17:33:00	public	"sra	fastq"	"ncbi	s3	gs"	"ncbi.public	gs.US	s3.us-east-1"	SRX12221576	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800124 E	Feature1070	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1070	2.854787407	RUN2	SRP337608	FREEZEDRIED	17:33:00	0.73	Feature1070	ID 221	FREEZEDRIED	RUN2	25432	1.827983936	2.854787407	8/26/17	1899-12-30 17:33:00	AFTERNOON	10.55722222	8	2017	DRY WINTER	1.068	MIDDLEAGED	F	Group 35	-40.61146265	Subordinate	0.784039241	23.9	0	22.6	0	72601	275	4.58359515	0.056327521	-0.168378817	0.077046527	-0.053068678	0.224096523	0.199256262	0.172882657	0.080984282
SRR15931383	Sample1043	AMPLICON	501	12252222	PRJNA764180	SAMN21481737	Metagenome or environmental	7256749	ULM UNIVERSITY	8/30/17	42977	1899-12-30 10:40:00	public	"fastq	sra"	"gs	s3	ncbi"	"gs.US	s3.us-east-1	ncbi.public"	SRX12221578	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800125 E	Feature1071	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature1071	15.78697436	RUN2	SRP337608	FREEZEDRIED	10:40:00	0.44	Feature1071	ID 231	FREEZEDRIED	RUN2	17922	2.417502987	15.78697436	8/30/17	1899-12-30 10:40:00	MORNING	3.741944444	8	2017	DRY WINTER	0.559	YOUNG	F	Group 3	19.01871201	Subordinate	1.610861846	28	9.3	23.2	0	282939	192	4.339005061	-0.01827444	-0.190926963	0.069298692	-0.083389755	0.292955559	0.040361876	0.023095202	0.077728447
